"Mixture"	"B cells naive"	"B cells memory"	"Plasma cells"	"T cells CD8"	"T cells CD4 naive"	"T cells CD4 memory resting"	"T cells CD4 memory activated"	"T cells follicular helper"	"T cells regulatory (Tregs)"	"T cells gamma delta"	"NK cells resting"	"NK cells activated"	"Monocytes"	"Macrophages M0"	"Macrophages M1"	"Macrophages M2"	"Dendritic cells resting"	"Dendritic cells activated"	"Mast cells resting"	"Mast cells activated"	"Eosinophils"	"Neutrophils"
"GSM1426140"	"0.115554478062548"	"0.174574922679707"	"0.12660323309286"	"0.125413271686307"	"0"	"0.130464784812025"	"0"	"0.0396805202554269"	"0.00842068741328601"	"0.00123162377720529"	"0.0801957958610912"	"0"	"0.00898364230699211"	"0.081863363185161"	"0.00632275554061896"	"0"	"0"	"0.0496810800067087"	"0"	"0.0297859304753773"	"0"	"0.022455534621891"
"GSM1426141"	"0"	"0.0237067371098141"	"0.234196191919365"	"0.20626572918072"	"0"	"0.149549485440158"	"0.0176595545452611"	"0"	"0.0194326700179394"	"0.000436015130155875"	"0.0582239928048095"	"0"	"0.0380640942366502"	"0.0833560347664566"	"0.0331476225896493"	"0.0275304504752473"	"0"	"0.0453889186253942"	"0.0634785182885354"	"0"	"0"	"0"
"GSM1426142"	"0.0185311475461644"	"0.0852618510725232"	"0.1215167658102"	"0.0128937353319121"	"0"	"0.150594430185199"	"0.00642767760481064"	"0.0124691561602606"	"0"	"0.00123465745730419"	"0.0946796193070129"	"0"	"0"	"0.154018968236626"	"0.00976249810440338"	"0.0115042261546029"	"0"	"0.0501939541180701"	"0"	"0.109671957182944"	"0"	"0.162474013185271"
"GSM1426143"	"0"	"0.0717936626569504"	"0.142913554408853"	"0.321922078136956"	"0"	"0"	"0"	"0.00886822266624588"	"0.154946240209608"	"4.22183573266455e-05"	"0.0667858111960958"	"0.0417318857393652"	"0.102923115605666"	"0.0799549642428846"	"0"	"0"	"0"	"0.00816046513737508"	"0"	"0"	"0"	"0"
"GSM1426144"	"0.091869325644013"	"0.138616271652393"	"0.14897552679828"	"0.15696511365821"	"0"	"0.00840150299083452"	"0"	"0.0600312480848953"	"0.0459397260454757"	"0.000791983615377975"	"0.123028515787422"	"0"	"0.0162470443347175"	"0.067077184424026"	"0.0183504540574537"	"0"	"0"	"0.0675593788493212"	"0"	"0.0569387076729583"	"0"	"0"
"GSM1426145"	"0.0316402561987139"	"0.109187458853146"	"0.132273666351594"	"0.257659985297187"	"0"	"0.019190432972908"	"0.00799076114425573"	"0"	"0.0374425389993697"	"0.000388861738562825"	"0.0840004784035002"	"0"	"0.0423113767676863"	"0.133753979893101"	"0.0783294922186591"	"0.0147152780204038"	"0"	"0.0454793066967032"	"0.00274668694290394"	"0.00327830123986884"	"0"	"0"
"GSM1426146"	"0.0270324088998966"	"0.14744727627118"	"0.202263177048018"	"0.115103838298804"	"0"	"0.118462989793988"	"0.0199470419837527"	"0.0198716156191347"	"0"	"0.000742270679463674"	"0.0979483172804708"	"0"	"0.0240100162034792"	"0.0348309562579033"	"0.0689239052739212"	"0"	"0"	"0.0631214276561519"	"0"	"0.0303065388807373"	"0"	"0.0307304905325628"
"GSM1426147"	"0"	"0.0627698707474245"	"0.239598425028327"	"0.149838556259251"	"0"	"0.0983844807231916"	"0.00171255910700344"	"0"	"0.0286551227644663"	"0.000773229657688531"	"0.0608224549510775"	"0"	"0.0150077856229885"	"0.129327915804001"	"0.0416034560104456"	"0.0111954856862858"	"0"	"0.0161635084929798"	"0.0972684570194824"	"0"	"0"	"0.0476519217830748"
"GSM1426148"	"0"	"0.0221585104366495"	"0.122065002682878"	"0.43398712207784"	"0"	"0"	"0"	"0.00286426632001036"	"0.12434706183329"	"0.000682502978153561"	"0"	"0.0659044651396334"	"0.0558745089368687"	"0.113849665285529"	"0"	"0"	"0"	"0.0182134998787581"	"0.0407358974085424"	"0"	"0"	"0"
"GSM1426149"	"0"	"0.038073549020007"	"0.299164995292656"	"0.165935543116348"	"0"	"0.140808257615279"	"0"	"0"	"0.0581510584492704"	"0.000217936058758313"	"0.0423693403247083"	"0.000679976469982843"	"0.0597205417542036"	"0.135621634911895"	"0.00742914744269863"	"0.0196146862826864"	"0"	"0.0175715017672276"	"0.00407283337747902"	"0.0107869341755594"	"0"	"0"
"GSM1426150"	"0.280004935551197"	"0.0607290066820294"	"0.057277225720963"	"0.11305670127395"	"0"	"0.112093859085809"	"0.00531856479342912"	"0.036543565564725"	"0.0254660306287008"	"0.000638781963109802"	"0.0797803956115525"	"0"	"0.0135340731646877"	"0.104478490260104"	"0.00633745926376681"	"0.0216828958714093"	"0"	"0.0576333402338736"	"0"	"0.0260634562938022"	"0"	"0"
"GSM1426151"	"0.157494970289889"	"0.0943103259188846"	"0.136669821541595"	"0.243310283733673"	"0"	"0.036957621830726"	"0.0055950048917375"	"0"	"0.0815520640332704"	"0.00165704495673453"	"0.0691769097520093"	"0"	"0.0143242278043838"	"0.0404031695188717"	"0.0275929438632005"	"0.00935683974528847"	"0"	"0.0384322198489336"	"0"	"0.0448235972275371"	"0"	"0"
"GSM1426152"	"0.172349151746751"	"0.0925791346197746"	"0.0975789701063394"	"0.0977443424387063"	"0"	"0.188469218092449"	"0.0161718700446923"	"0.0314030024519879"	"0"	"0.0015674099562985"	"0.0541404952809996"	"0"	"0.00209818695503079"	"0.0829984380496288"	"0.0615468159473437"	"0.0494791093798669"	"0"	"0.0330315486285122"	"0"	"0.0204097162579184"	"0"	"0"
"GSM1426153"	"0"	"0.0572840512101836"	"0.130594729892826"	"0.103601577429968"	"0"	"0.122640869677125"	"0.0433632367918066"	"0"	"0.0157324512389629"	"0.000612258706927332"	"0.0731903980672775"	"0"	"0.016987844647054"	"0.183573726646481"	"0.164523834406092"	"0.0281679474235915"	"0"	"0"	"0.0355817889718601"	"0"	"0"	"0.0247575435967724"
"GSM1426154"	"0.161651373557877"	"0.119466312184622"	"0.113453955592972"	"0.0784587060943066"	"0"	"0.135576421832571"	"0.0167926124556164"	"0"	"0"	"0.000297977714140261"	"0.106650030283071"	"0"	"0.0107838993032589"	"0.0926877054958124"	"0.0809326757258357"	"0.0249880225702145"	"0"	"0.0187936553696654"	"0.000343970699241355"	"0.0168657802524613"	"0"	"0.0225548785824755"
"GSM1426155"	"0"	"0.0719774737254051"	"0.145701965668642"	"0.246996432989678"	"0"	"0"	"0"	"0"	"0.0726234720164778"	"0.000340636795429135"	"0.00638295227164051"	"0.0744723190723854"	"0.048540993786676"	"0.146475023300449"	"0.0182521463467163"	"0.0123817852560864"	"0"	"0.033040030973061"	"0.123155404592783"	"0"	"0"	"0"
"GSM1426156"	"0.0243548818511599"	"0.089775717659109"	"0.12984092733184"	"0.0456589955547406"	"0"	"0.138588373996428"	"0.00200618132231994"	"0"	"0"	"0.000133730715650134"	"0.0289521419578286"	"0"	"0.00320009434145222"	"0.0945738906567384"	"0.0350269464970014"	"0"	"0"	"0.0515872090957714"	"0"	"0.1342692560233"	"0"	"0.22216538371231"
"GSM1426157"	"0.0195073633558016"	"0.054726406963484"	"0.16341561589255"	"0.186435293791567"	"0"	"0"	"0"	"0.032399770904174"	"0.0320007264785715"	"0.000862661860664053"	"0.0426982984888387"	"0.0503221167149463"	"0.0864861658694841"	"0.181920118630038"	"0.0205331667241558"	"0.00141030718034744"	"0"	"0"	"0.128144649006042"	"0"	"0"	"0"
"GSM1426158"	"0"	"0.0394828223172417"	"0.0681955635742847"	"0.0240789565056987"	"0"	"0.146146870317942"	"0.019295550526709"	"0.00708905700078162"	"0"	"5.06377858669812e-05"	"0.0669844081739913"	"0"	"0.0559035610357324"	"0.103700027478519"	"0.0375007290795861"	"0"	"0"	"0.141882014124464"	"0"	"0.0807654127667671"	"0"	"0.208975027098282"
"GSM1426159"	"0.0232568414732477"	"0.137549081912307"	"0.270571045225511"	"0.178651450881205"	"0"	"0.110737270726526"	"0"	"0"	"0"	"0.00122458532926536"	"0.0857069680291926"	"0"	"0.0150337246687715"	"0.0316591751231459"	"0.0568992243052406"	"0.00699206149496732"	"0"	"0.0372397777957027"	"0"	"0.0316257239795855"	"0"	"0.0140776543845969"
"GSM1426160"	"0.0660464057017548"	"0.0591507196390078"	"0.092331643709121"	"0.058565601420739"	"0"	"0.157950258894727"	"0.00486880121255599"	"0"	"0"	"1.72242437359358e-05"	"0.111245354489216"	"0"	"0.00305338891367563"	"0.157242519754694"	"0.0206155182155704"	"0"	"0"	"0.0538813706871173"	"0"	"0.146453368693463"	"0"	"0.068595048668358"
"GSM1426161"	"0.0164518249845855"	"0"	"0.185611488869311"	"0.25741934110344"	"0"	"0.0775548581842395"	"0"	"0"	"0.0719303575312515"	"0.00151042852510194"	"0.0890428322852216"	"0"	"0.0191228924836318"	"0.198944352332557"	"0.0210529124056311"	"0"	"0"	"0.0328018294198568"	"0"	"0.0300673104002744"	"0"	"0"
"GSM1426162"	"0.0142861512024233"	"0.0459737306163618"	"0.189176498202369"	"0.0406263671062666"	"0"	"0.219908856465974"	"0"	"0"	"0"	"8.48684333858683e-06"	"0.081370719995547"	"0"	"0.0399165067467382"	"0.136955540413982"	"0.0429797840432677"	"0.0193107953341754"	"0"	"0.014209023895097"	"0.0546423698190419"	"0.0467484389010529"	"0"	"0.0538952172577037"
"GSM1426163"	"0"	"0.0596815950021962"	"0.221420861264929"	"0.1781829832335"	"0"	"0.182002978748081"	"0"	"0.00681652005836308"	"0"	"0.000773146260138478"	"0.0718413632458711"	"0"	"0.017012856455029"	"0.158553231159973"	"0.0178912570766575"	"0.0118685868849898"	"0"	"0.0350256697789441"	"0"	"0.0205221483675024"	"0"	"0.019179948723964"
"GSM1426164"	"0.0313578024475794"	"0.124207982111651"	"0.141279954391057"	"0.306438312368458"	"0"	"0.137800472489774"	"0"	"0.00772605683016803"	"0.0733300071187732"	"0.00115192075247831"	"0.0421607813546317"	"0"	"0"	"0.00804924187998112"	"0"	"0.0353061671737696"	"0"	"0.00296615060595062"	"0"	"0.0766216427164501"	"0.0127554285117564"	"0"
"GSM1426165"	"0.0143579656795912"	"0.0645459847811544"	"0.132949926475318"	"0.362121979204327"	"0"	"0"	"0"	"0.0122756362597222"	"0.146850104724732"	"0.000862577468146222"	"0.00745579919476866"	"0.0512873033687135"	"0.0772573466544693"	"0.0527109654042959"	"0"	"0"	"0"	"0.00951658462777145"	"0.0686704036251364"	"0"	"0"	"0"
"GSM1426166"	"0.0546870144995375"	"0.0560978355274855"	"0.0992141807633031"	"0.268762500881513"	"0"	"0"	"0"	"0.0861341908412334"	"0.0754077797404175"	"0.000566374004240489"	"0.0538507383626711"	"0.026386850848832"	"0.0837901259423633"	"0.0785971722757814"	"0.0461376763304997"	"0"	"0"	"0.057075232607309"	"0.0138587013790532"	"0"	"0"	"0"
"GSM1426167"	"0"	"0.276149604087969"	"0.0475922845502457"	"0.236933200409765"	"0"	"0"	"0"	"0.0495409844239992"	"0.0641056987981187"	"0.000653870279118385"	"0.0638474852481023"	"0"	"0.0575404097649757"	"0.0523588351893049"	"0.0234049002755486"	"0.0555868094296444"	"0"	"0.0423461751520721"	"0.0275731068191947"	"0.00302050585105904"	"0"	"0"
"GSM1426168"	"0.0311725418396964"	"0.16590073810205"	"0.127395462654191"	"0.310507884669597"	"0"	"0"	"0"	"0"	"0.0945605895665279"	"7.55605930077808e-05"	"0.0904082032646156"	"0"	"0.0586863408265668"	"0.0442921670772231"	"0"	"0.0334616432579984"	"0"	"0.0138865776369593"	"0"	"0.0297278511045736"	"0"	"0"
"GSM1426169"	"0.0254966504328001"	"0.109340800283607"	"0.176465799666184"	"0.302497100815251"	"0"	"0.0623014770225973"	"0"	"0"	"0.0817383830019713"	"0.000557868206111731"	"0.0967962903960816"	"0"	"0.0398007697646251"	"0.0536979669470578"	"0"	"0"	"0"	"0"	"0"	"0.0457346356548117"	"0.00613012601501223"	"0"
"GSM1426170"	"0.130810079491171"	"0.0537567347457009"	"0.105962348712064"	"0.301904338335458"	"0"	"0.045351177281535"	"0"	"0.00531084553889967"	"0.0542520157225368"	"0.00109878669249126"	"0.109304643561458"	"0"	"0.0512278092352677"	"0.0210052971215219"	"0"	"0.0367971389405724"	"0"	"0.0438495634837487"	"0"	"0.0404680078300667"	"0"	"0"
"GSM1426171"	"0.0136941356965673"	"0.0652363351555688"	"0.156361216764645"	"0.290675866731849"	"0"	"0"	"0"	"0.0439495037304447"	"0.127786414653548"	"0.000368760541339208"	"0.0939221709288542"	"0.0120301505295115"	"0.0739327734069642"	"0.081932745276345"	"0"	"0"	"0"	"0.00319118254449905"	"0.0295834146710187"	"0.00770408991018454"	"0"	"0"
"GSM1426172"	"0"	"0.0751026759444366"	"0.13876849975906"	"0.272368747196907"	"0"	"0"	"0"	"0.0531973513698456"	"0.0936467495254912"	"0.000995816649244397"	"0.0386283809779211"	"0.0393594549931228"	"0.0856420701120966"	"0.108357109743897"	"0.0435751634207504"	"0"	"0"	"0.0360234054110682"	"0.015330391545403"	"0"	"0"	"0"
"GSM1426173"	"0"	"0.0926167956227459"	"0.191061313845204"	"0.300679698708833"	"0"	"0"	"0"	"0"	"0.085746532890766"	"0.000261190011994028"	"0.087336849828263"	"0.0210273791198969"	"0.100007073611995"	"0.059512071047094"	"0"	"0"	"0"	"0.0346329900552546"	"0.0273792952699481"	"0"	"0"	"0"
"GSM1426174"	"0.00581149820113138"	"0.197225874448137"	"0.122593701463046"	"0.148579952702273"	"0"	"0.151335582421522"	"0"	"0.0302982206515968"	"0.032013532253313"	"0.000143114496547738"	"0.103907960710896"	"0"	"0.0296320654212901"	"0.0166859465297726"	"0"	"0.0760054310294286"	"0"	"0.0388954042839956"	"0"	"0.0470148298835991"	"0"	"0"
"GSM1426175"	"0.00423297553328006"	"0.0852742275963053"	"0.11595868213875"	"0.298731850412737"	"0"	"0.0571362527303384"	"0"	"0"	"0.0918408848725944"	"0.000189693628869083"	"0"	"0.0493170091660207"	"0.052275902558946"	"0.0439696148289455"	"0"	"0.0865740204626065"	"0"	"0"	"0.114688579699476"	"0"	"0"	"0"
"GSM1426176"	"0"	"0.0749535862111795"	"0.093036624164689"	"0.235150658979656"	"0"	"0.0534703395449015"	"0"	"0"	"0.0588067602225786"	"0.000973034646736853"	"0.0208750671854786"	"0.0166569140975813"	"0.0196425160367436"	"0.0158495963353022"	"0"	"0.187746396039168"	"0"	"0.0080313656062648"	"0.215780175576457"	"0"	"0"	"0"
"GSM1426177"	"0.095615820337989"	"0.0270380101349027"	"0.10918863990753"	"0.294537724317639"	"0"	"0.0343917860807787"	"0"	"0"	"0.0836676273844769"	"0.001193481304147"	"0.0955914445208757"	"0"	"0.034066193536158"	"0.0349954570557947"	"0"	"0.130260909230156"	"0"	"0.0145393349869206"	"0.0254862906763997"	"0.0206207618303799"	"0"	"0"
"GSM1426178"	"0"	"0.105658122485063"	"0.100562554283639"	"0.212811001125948"	"0"	"0.0854420702335088"	"0.0346379012498041"	"0"	"0.108111098985383"	"0.000487533274973119"	"0.101150694624488"	"0"	"0.0527972256634225"	"0.0410633305541927"	"0.0846457190880333"	"0.0284543933726943"	"0"	"0"	"0.0263931953396426"	"0.0182726929941804"	"0"	"0"
"GSM1426179"	"0.0747397459811158"	"0.174024451320038"	"0.0627554006846915"	"0.30773347307635"	"0"	"0"	"0"	"0.0275766831331109"	"0.10604240401925"	"0.000523998689233836"	"0.0177834725614501"	"0.0149968489257529"	"0.0372441194616587"	"0.088880162805762"	"0"	"0.0446450858765087"	"0"	"0.0211310592516558"	"0.0218511311919387"	"0.00059596171071705"	"0"	"0"
"GSM1426180"	"0"	"0.152220900618387"	"0.113458767689442"	"0.285277883766704"	"0"	"0.0201103005555604"	"0"	"0"	"0.0729717192156192"	"0.00033147210756143"	"0.0608514002832733"	"0"	"0.0384545311721895"	"0.0536115902319353"	"0"	"0.124860971703364"	"0"	"0.037112782977486"	"0.0410691517860397"	"0"	"0"	"0"
"GSM1426181"	"0"	"0.0314244148410921"	"0.127697054556936"	"0.308385354894201"	"0"	"0"	"0"	"0"	"0.132425890184973"	"0.00183265978904229"	"0.0279491001176875"	"0.03570139783602"	"0.0750338187779976"	"0.0440171177501743"	"0"	"0.110969653877557"	"0"	"0.000403092512034736"	"0.100207983607745"	"0"	"0.00578512104358198"	"0"
"GSM1426182"	"0.0306936652041105"	"0.00451590629238214"	"0.100476621990697"	"0.291098237108896"	"0"	"0.0253372860394229"	"0"	"0"	"0.070897651348229"	"0.000121667949649069"	"0.0377089146351163"	"0.0208186738214943"	"0.046758127392908"	"0.0719227446478064"	"0"	"0.0640207290981358"	"0"	"0"	"0.235751442420801"	"0"	"0"	"0"
"GSM1426183"	"0"	"0.126233805716065"	"0.126653682469682"	"0.345587137564774"	"0"	"0"	"0"	"0.00552688098071961"	"0.0510348676326283"	"0.000597641485932126"	"0.0634315786478198"	"0"	"0.0589459480152891"	"0.0307668612191945"	"0"	"0.154603348990095"	"0"	"0.0218677741325322"	"0.0153481146312012"	"0"	"0"	"0"
"GSM1426184"	"0.070653341619325"	"0.0119836430436132"	"0.175448148306286"	"0.34531992293761"	"0"	"0.113421854717363"	"0"	"0.0287674459267702"	"0.0766233198050078"	"0.000665570102147612"	"0"	"0.0710480133385903"	"0"	"0.0221573399975293"	"0"	"0.0437832072109408"	"0"	"0.0123438562536177"	"0.0284499068433465"	"0"	"0"	"0"
"GSM1426185"	"0"	"0.234558044980262"	"0.0671093453542758"	"0.261385624055434"	"0"	"0.0694642773575678"	"0"	"0"	"0.0656676323385906"	"0.000791959593791085"	"0.0312451390757265"	"0.0175248373734609"	"0.0438924455166878"	"0.0463303604381632"	"0"	"0.0870556601241183"	"0"	"0.0119027397765806"	"0.063863893609133"	"0"	"0"	"0"
"GSM1426186"	"0.0608746385329285"	"0.0524111055984378"	"0.275960762585024"	"0.347308221881291"	"0"	"0.058794853976628"	"0"	"0.00388424423309503"	"0.0134445845420907"	"0.00107204112854133"	"0.0652859939904359"	"0.0129751173843138"	"0"	"0.0485454839711234"	"0.0118678089619059"	"0.0396291332560816"	"0"	"0"	"0.000747191413242365"	"0.00514747970119991"	"0.00312337997220311"	"0"
"GSM1945759"	"0.0191594870630834"	"0.051459572601949"	"0.0980036649096395"	"0.19782123743492"	"0"	"0.042329096559978"	"0"	"0"	"0.0710815020783938"	"0.00119790087595548"	"0.0622237674323415"	"0"	"0"	"0.206938312949679"	"0.132812773616401"	"0.0334378532504285"	"0"	"0.027942703143469"	"0.00585551113735161"	"0.0014237937471298"	"0"	"0.0495107240752356"
"GSM1945760"	"0.0332802774373767"	"0.0316701257094361"	"0.065574867630904"	"0.0545348913144364"	"0"	"0.264841444172518"	"0.00500518689768073"	"0"	"0.0239131445951543"	"0.00104703094150809"	"0.104046558965964"	"0"	"0"	"0.196761336842376"	"0.114978300286072"	"0.0395073442141721"	"0"	"0.0478526475689922"	"0.00504334519529682"	"0.00813356988192163"	"0"	"0.00485695928769912"
"GSM1945761"	"0.00601778150774153"	"0.0113440238065595"	"0.142501560471767"	"0.193814682623858"	"0"	"0.137629257528821"	"0"	"0"	"0.112647152882557"	"0.000938829266443778"	"0.0576268184912091"	"0.056207082037329"	"0.0464091155841277"	"0.0404916521390827"	"0.0497696250958619"	"0.0314266814282887"	"0"	"0.0363963207600448"	"0.0777182456427522"	"0"	"0"	"0"
"GSM1945762"	"0.0320529888476937"	"0.000268493457502416"	"0.181995056087935"	"0.348392421818266"	"0"	"0.153241361296057"	"0"	"0"	"0.108149419265435"	"0.00098655907156899"	"0.0293045822485576"	"0.0307198252813186"	"0.00497883404201351"	"0.0479569789461794"	"0.015176367878507"	"0.00161030491266607"	"0"	"0.0279291643568383"	"0.0182242015610312"	"0"	"0"	"0"
"GSM1945763"	"0"	"0.00356523355748808"	"0.173242023995776"	"0.377048959788017"	"0"	"0"	"0"	"0.0322239184295283"	"0.127917741158233"	"0.000818425898839291"	"0.0208201909226039"	"0.0780121744512349"	"0.0848404098537925"	"0.0588741111824377"	"0"	"0"	"0"	"0.0222924608429473"	"0.0211627758179416"	"0"	"0"	"0"
"GSM1945764"	"0.111750694592424"	"0"	"0.135279151794421"	"0.27306819896064"	"0"	"0.156451983562507"	"0"	"0"	"0.0930020706990269"	"0.000782274402711013"	"0.104737391613873"	"0"	"0.0221402294086993"	"0.0314937621956096"	"0.021855732930069"	"0.00649549738239686"	"0"	"0.0293886936372905"	"0"	"0.0102862074566386"	"0"	"0.00405038576640334"
"GSM1945765"	"0"	"0.0787117279420841"	"0.11718676877219"	"0.158967782375959"	"0"	"0.129740152868947"	"0.0215570686840083"	"0"	"0.0237840938969377"	"0.000555905618237831"	"0.0897210761821755"	"0"	"0.0335527718724174"	"0.0595852405057251"	"0.0853888807218096"	"0.0931752265277373"	"0"	"0.0318215992901544"	"0.07067079815393"	"0"	"0"	"0.00613681220592431"
"GSM1945766"	"0.0750061617784593"	"0.114389925163085"	"0.0763221009502885"	"0.123609631153611"	"0"	"0.119362604326124"	"0"	"0"	"0.00323165793090981"	"0.000831414908537428"	"0.100831917814675"	"0"	"0.0467086323851075"	"0.166742101964052"	"0.0486230496205981"	"0"	"0"	"0.0719239146377879"	"0"	"0.0277461927077479"	"0"	"0.0255021095675531"
"GSM1945767"	"0"	"0.0217571174422382"	"0.0954327571707037"	"0.287748667533526"	"0"	"0.0788790231101329"	"0"	"0.0381283545729169"	"0.113120305374684"	"0.00192191371763948"	"0.0880484799207142"	"0"	"0.0422128768557705"	"0.136586891306242"	"0.00679843520639004"	"0"	"0"	"0.0193186906657031"	"0"	"0.0197208659066581"	"0"	"0.0522475349343205"
"GSM1945768"	"0.0376151847016726"	"0.0381620348862586"	"0.155375953188565"	"0.156716472509372"	"0"	"0.0880356729466936"	"0"	"0"	"0.0932033736099859"	"0.00147904114044489"	"0.0896054143454924"	"0.00850889578830014"	"0"	"0.0523555416664325"	"0.0580358605236819"	"0.0635565253075047"	"0"	"0.0835434220595229"	"0.0147712279929881"	"0.0101325069987242"	"0"	"0.0503819134748051"
"GSM1945769"	"0.0200801192918908"	"0.0434147855300367"	"0.117329109586282"	"0.305210352002521"	"0"	"0.0862854061121937"	"0"	"0"	"0.0972780822405568"	"0.000899806019608779"	"0.0937838689310183"	"0"	"0.0376693731578846"	"0.0772653709843728"	"0.0328831707281737"	"0"	"0"	"0.0296582800804901"	"0.00887351354021028"	"0.0179878928341192"	"0"	"0.0322806749802499"
"GSM1945770"	"0.125037021468742"	"0.0483607461194791"	"0.0946991024384135"	"0.208588823569947"	"0"	"0.102137787806992"	"0"	"0"	"0.0525852642950585"	"9.77924139352051e-05"	"0.10440371898604"	"0"	"0"	"0.0177419544491981"	"0.0350431433743029"	"0"	"0"	"0.0346983409212633"	"0"	"0.0784236844761398"	"0"	"0.0982804120944236"
"GSM1945771"	"0.00379830548680744"	"0.066888629728586"	"0.157502724178901"	"0.226311708529118"	"0"	"0.00981647784204909"	"0"	"0"	"0.0526552724557655"	"0.00227570885341216"	"0.0473182603451923"	"0.0219878121973061"	"0.0530404943289444"	"0.089403758822766"	"0.0853749848474584"	"0"	"0"	"0.107797802767795"	"0.0583237300900419"	"0"	"0"	"0.0197800383792698"
"GSM1945772"	"0.0225529295747019"	"0.072019423480621"	"0.163510244664795"	"0.301131458701953"	"0"	"0.0495081730793211"	"0"	"0.00773546339892492"	"0.108020410859137"	"0.00142101924914711"	"0.0376575000836051"	"0.0270232419233541"	"0.031504028716722"	"0.108301410329901"	"0.0142452640234007"	"0"	"0"	"0.0482854728483814"	"0"	"0.00850497831518176"	"0"	"0"
"GSM1945773"	"0.101476709595702"	"0.0609751824793419"	"0.064311947483109"	"0.108309441037466"	"0"	"0.0319273138809339"	"0"	"0.0548980266516496"	"0.0705525706676837"	"0.000438245090175485"	"0.101480687223033"	"0"	"0"	"0.0782133699643703"	"0.0950732892588794"	"0"	"0"	"0.099443996323065"	"0"	"0.0115430987736745"	"0"	"0.121794366661093"
"GSM1945774"	"0.0651358354823087"	"0.0301641679611625"	"0.0275721655963234"	"0.0716368041981063"	"0"	"0.093938274497115"	"0.000665316307382579"	"0"	"0.0768468243644599"	"0.000477636969549574"	"0.134044106615081"	"0"	"0"	"0.222545751461727"	"0.0348034271053053"	"0"	"0"	"0.0669224400093098"	"0"	"0.0938726147115379"	"0"	"0.0818522716901805"
"GSM1945775"	"0"	"0.145761756089204"	"0.196469574586542"	"0.254021326856264"	"0"	"0"	"0"	"0"	"0.1096956927541"	"0.00112659723193141"	"0.0220156898623365"	"0.0511482425362017"	"0.0873010399619511"	"0.0865070145545362"	"0.00277132995272842"	"0"	"0"	"0.0279851794180791"	"0.0163231534280573"	"0"	"0"	"0"
"GSM1945776"	"0.0970194762878796"	"0.142861432632265"	"0.0436538984916818"	"0.170626016089705"	"0"	"0"	"0"	"0"	"0.0709505048146647"	"0.000831467283098789"	"0.0819908179060798"	"0"	"0.00372943783545235"	"0.19746478686225"	"0.174425503226116"	"0.00942143651751231"	"0"	"0"	"0.00785668933639281"	"0"	"0"	"0"
"GSM1945777"	"0"	"0.0136379649244923"	"0.12830373369646"	"0.451276605988399"	"0"	"0"	"0"	"0.0336563878192726"	"0.123416977333377"	"0.000755276858992957"	"0.0461691703869642"	"0.0298344743734511"	"0.0672964880839319"	"0.0327087308839596"	"0.0244118951513142"	"0"	"0"	"0.0308397334518663"	"0.0184478379065123"	"0"	"0"	"0"
"GSM1945778"	"0.0146634428258867"	"0.0184276280653098"	"0.0813404151130148"	"0.193387322004383"	"0"	"0.272360682954538"	"0.00383343108826875"	"0"	"0.101432106594695"	"0.000873487111350131"	"0.12573842237807"	"0"	"0.0399402186756232"	"0.0127208304021874"	"0.0263181387096864"	"0"	"0.00281426397138548"	"0.0476050992576334"	"0"	"0.0471090365993423"	"0"	"0.0123089613599751"
"GSM1945779"	"0.0044747174368081"	"0.022005643210555"	"0.112521522732528"	"0.464777390800555"	"0"	"0"	"0"	"0.0152147904523944"	"0.0988857802897857"	"0.000807569378756451"	"0.0303058975349721"	"0.0185191821707471"	"0.0461985559630329"	"0.109800764722921"	"0.000305778247268635"	"0"	"0"	"0.0152162714358714"	"0.0617737050025613"	"0"	"0"	"0"
"GSM1945780"	"0.13140034569239"	"0.00425899542971047"	"0.10637248831715"	"0.277696641534363"	"0"	"0.138346795883376"	"0"	"0"	"0.0842101109243787"	"0.000323003495679268"	"0.114353319333547"	"0.0123942198688711"	"0.0516016167828419"	"0.0400752020618393"	"0.0258967270886869"	"0.00520070961742684"	"0"	"0"	"0.00819282746541827"	"0"	"0"	"0"
"GSM1945781"	"0.0648256497302574"	"0"	"0.169942641004811"	"0.384099137942622"	"0"	"0.113120850329147"	"0"	"0"	"0.0780874969304112"	"0.00024885631897344"	"0.00221364129218677"	"0.05834530969191"	"0"	"0.040828601329799"	"0.0240779876796235"	"0.0127996647949649"	"0"	"0"	"0.0493238021449341"	"0"	"0"	"0.00233521712933292"
"GSM1945782"	"0.0531849216030018"	"0.148430313586799"	"0.0543376470955461"	"0.1553000559722"	"0.0523468995410755"	"0.0260572195889466"	"0.0145969935172233"	"0"	"0.0218623957424403"	"5.19260861037633e-05"	"0.0813371888917405"	"0"	"0.0181908235429832"	"0.192540727736906"	"0.0838343510701007"	"0.0122627813529986"	"0"	"0.0447433357059367"	"0"	"0.00224757275853526"	"0"	"0.0387267722935669"
"GSM1945783"	"0"	"0.00111608241798184"	"0.10427135427582"	"0.408479100209458"	"0"	"0.0550372886211032"	"0"	"0.00210745270624542"	"0.0620004794317284"	"0.00118851581989128"	"0.0898474673570065"	"0"	"0.0633303566721751"	"0.0425051987346718"	"0.038211322806596"	"0.0658742190700794"	"0"	"0.0367676251970775"	"0.0304520525000568"	"0"	"0"	"0"
