"Mixture"	"B cells naive"	"B cells memory"	"Plasma cells"	"T cells CD8"	"T cells CD4 naive"	"T cells CD4 memory resting"	"T cells CD4 memory activated"	"T cells follicular helper"	"T cells regulatory (Tregs)"	"T cells gamma delta"	"NK cells resting"	"NK cells activated"	"Monocytes"	"Macrophages M0"	"Macrophages M1"	"Macrophages M2"	"Dendritic cells resting"	"Dendritic cells activated"	"Mast cells resting"	"Mast cells activated"	"Eosinophils"	"Neutrophils"
"GSM1426091"	"0"	"0.066973795507771"	"0.164933294881026"	"0.255760109258648"	"0"	"0"	"0"	"0.0275766103434469"	"0.115046595444349"	"0.000266032836954316"	"0.0564108345472916"	"0.0315368339992408"	"0.0491569952109729"	"0.143831165710379"	"0.00100337992201407"	"0.0337119574076759"	"0"	"0.034675104940005"	"0.0193833228271797"	"0"	"0"	"0"
"GSM1426092"	"0"	"0.0591518582061985"	"0.199784775011722"	"0.231312054709342"	"0"	"0"	"0"	"0"	"0.0931929262390989"	"0.000320720407905195"	"0"	"0.0754706910038856"	"0.0537699149970382"	"0.237187425829321"	"0"	"0.0142053065053891"	"0"	"0.0146783142482666"	"0.0212467332497376"	"0"	"0"	"0"
"GSM1426093"	"0.015494588753737"	"0.0745378487878577"	"0.235812030303526"	"0.198065842662232"	"0"	"0.0669084132548394"	"0"	"0.0119819370278683"	"0.0506534436422371"	"0.000747053715102164"	"0.0772738496420062"	"0"	"0.0187141334561149"	"0.115846730807893"	"0.0275895720732501"	"0.0701369710362283"	"0"	"0.0201099909098632"	"0"	"0.0168746476423472"	"0"	"0"
"GSM1426094"	"0.0282760083445058"	"0.0536208901113958"	"0.133544687534877"	"0.0846175718917254"	"0"	"0.178219916981591"	"0.0183276502199545"	"0"	"0"	"0.000217981211802357"	"0.0889777238332154"	"0"	"0.0406930516683878"	"0.0666328653117539"	"0.118873937449505"	"0"	"0"	"0.0369260078204712"	"0"	"0.0222949080159868"	"0"	"0.12899478081663"
"GSM1426095"	"0.0060121533783314"	"0.108647668571719"	"0.146130776972063"	"0.223273620558278"	"0"	"0.0718106580842781"	"0.00444362160416575"	"0"	"0"	"0.000513716908811104"	"0.117753336631522"	"0"	"0"	"0.120669573708825"	"0.0434532267552102"	"0.0235545523375039"	"0"	"0.0336389094188875"	"0"	"0.0479863025306091"	"0"	"0.0526255994486079"
"GSM1426096"	"0.00242501982861022"	"0.0300859438809395"	"0.125038966663709"	"0.0993031417936881"	"0"	"0.100475678116163"	"0"	"0.00201467535669984"	"0.0113075929882942"	"0.000601813121611908"	"0.070325928883301"	"0"	"0"	"0.145564123161037"	"0.0513062213245046"	"0"	"0"	"0.0418797197091927"	"0"	"0.0658561538692"	"0"	"0.254416834424661"
"GSM1426097"	"0.201003620686171"	"0.0730006969807849"	"0.0766355029843579"	"0.065547816564198"	"0"	"0.156711983472074"	"0"	"0.0295210967512935"	"0"	"0.00154982186331112"	"0.0925190822947115"	"0"	"0.00409768305744017"	"0.100278088050263"	"0.0308114257631125"	"0.00203632255111073"	"0"	"0.042089720962467"	"0"	"0.0446094349803341"	"0"	"0.0811375249016804"
"GSM1426098"	"0.0191212831983444"	"0.0418584431263074"	"0.0801458162153331"	"0.0711085215006692"	"0"	"0.13683166208689"	"0"	"0"	"0.00913098788901286"	"0.00170962282511647"	"0.0909163454244742"	"0"	"0.0191654092764602"	"0.107030304865853"	"0.0718711112601379"	"0"	"0"	"0.0897361304105746"	"0"	"0.0763383377605868"	"0"	"0.186745646985356"
"GSM1426099"	"0"	"0.0930905208370532"	"0.146327803913351"	"0.127223359189609"	"0"	"0.128945044300769"	"0.0269599561454421"	"0"	"0"	"0.0007701488026301"	"0.0878535807349277"	"0"	"0.0176817904191096"	"0.118874329217414"	"0.0499525266246602"	"0.00946981423345623"	"0"	"0.0474637488725072"	"0"	"0.0891462758643247"	"0"	"0.0570112496473763"
"GSM1426100"	"0.00142679830356948"	"0.161204714211639"	"0.103893511867484"	"0.140306554101163"	"0"	"0.112891935723243"	"0.0379157265005502"	"0"	"0.0121105614453734"	"0.000716873043602934"	"0.11018050914396"	"0"	"0"	"0.167485993094203"	"0.0569288224050605"	"0.00324309795750914"	"0"	"0.0234110262003793"	"0"	"0.0568078867499756"	"0"	"0.0121928622958909"
"GSM1426101"	"0.000150527935958963"	"0.0568751984993149"	"0.140744147757017"	"0.137510228100504"	"0"	"0.144244108383994"	"0.00136359635478718"	"0.00948796453397806"	"0"	"0.000111756428716729"	"0.0557863686740084"	"0"	"0.0559211656455271"	"0.114877688335771"	"0.0463571380926711"	"0"	"0"	"0.101191342951546"	"0"	"0.0660548850471136"	"0"	"0.0694356396878076"
"GSM1426102"	"0.0825350544145101"	"0.126626382721646"	"0.10713846319388"	"0.149045161237109"	"0"	"0.0479156602306886"	"0"	"0.0534186008823102"	"0.0201983919485738"	"0.0017739101138706"	"0.139758085627588"	"0"	"0.00161157949402802"	"0.0813170761233753"	"0.0120098044589635"	"0.0229001245363988"	"0"	"0.0861708976589612"	"0"	"0.0693547174719679"	"0"	"0"
"GSM1426103"	"0.165830543473949"	"0.130974541990576"	"0.0305009117275765"	"0.103920460421576"	"0"	"0.0400566835522027"	"0"	"0.0829669846805476"	"0"	"0.000387577753587831"	"0.105261573850937"	"0"	"0"	"0.151124760350978"	"0.00697744501604699"	"0.00190686452541803"	"0"	"0.0366282825342692"	"0"	"0.112156915120907"	"0"	"0.0316940327550165"
"GSM1426104"	"0.110589963682974"	"0.0321193280345815"	"0.0752344133385999"	"0.0517420442396445"	"0"	"0.147832315199928"	"0.0068556011912782"	"0.00873008378139213"	"0"	"0.00101403373518053"	"0.100836711752164"	"0"	"0.0223456783208374"	"0.0832250554466387"	"0.0585020454008112"	"0"	"0"	"0.0474290505771122"	"0"	"0.113533502542981"	"0"	"0.141024206491058"
"GSM1426105"	"0.19275133499805"	"0.0675055489950911"	"0.0153151863363594"	"0.00373734575263174"	"0"	"0.159433581814592"	"0.009415555349422"	"0.0450102324901489"	"0"	"0.00157900673625679"	"0.0668647013978177"	"0"	"0.00276366942828705"	"0.0839078068023043"	"0.108772169260944"	"0.00683755391204465"	"0"	"0.0211590002142972"	"0"	"0.0503897352551878"	"0"	"0.166136577992822"
"GSM1426106"	"0"	"0.0843171152550343"	"0.20490033205017"	"0.169456460517168"	"0"	"0.124035967935078"	"0"	"0.0606418661720893"	"0"	"0.000668755957083702"	"0.0634488181619125"	"0"	"0.0235768055517682"	"0.160724301870493"	"0.0373274761944707"	"0.0141410880084084"	"0"	"0.0324107750093214"	"0.0119428260534904"	"0"	"0"	"0.0130761672205963"
"GSM1426107"	"0.180403648170069"	"0.0934495880063092"	"0.0804980894947915"	"0.0630024765825729"	"0"	"0.102886461105076"	"0.00807603514105477"	"0.0338625640487553"	"0.0114376681447245"	"0.000353522092931756"	"0.0637930164349214"	"0"	"0.0126841296106586"	"0.185169704260464"	"0.0607289710030708"	"0"	"0"	"0.022781828217378"	"0"	"0.0556851471879111"	"0"	"0.025540672592244"
"GSM1426108"	"0"	"0.0680911461628236"	"0.118301463947861"	"0.074828050362011"	"0"	"0.201099558868499"	"0"	"0.0144433746236916"	"0"	"0.00140586826859483"	"0.0701631197989826"	"0"	"0.0214879141614257"	"0.0714340261866429"	"0.0288940943408544"	"0"	"0"	"0.078510443954874"	"0"	"0.156629180464148"	"0"	"0.0961176271281853"
"GSM1426109"	"0.054283731508834"	"0.115035364796098"	"0.145400143856775"	"0.109935117716056"	"0"	"0.134261238550935"	"0.0262537380536591"	"0.0125677447897472"	"0.00544895820102992"	"0.00245822710438772"	"0.11586233967211"	"0"	"0.0199505852232911"	"0.112206950401114"	"0.0659084452052688"	"0.0110380346299007"	"0"	"0.0291967379665312"	"0.00758525041207394"	"0.0347570723987423"	"0"	"0.000308546617833976"
"GSM1426110"	"0"	"0.0398474270882452"	"0.151738786212256"	"0.111878884695698"	"0"	"0.168982044444059"	"0.0127738404356819"	"0"	"0"	"0.00288956935014903"	"0.0767277482598316"	"0"	"0.0157872515088497"	"0.133305125453994"	"0.0882311054338385"	"0.053385371176634"	"0"	"0.0100515976313061"	"0.0752652665025277"	"0"	"0"	"0.0620255511570787"
"GSM1426111"	"0.0794320752282376"	"0.116134070721317"	"0.152173979288544"	"0.119783738360339"	"0"	"0.101058983831974"	"0.00567507053630167"	"0.0495073416664952"	"0.0188376091483358"	"0.000703196044428637"	"0.0665200606813324"	"0"	"0.018033346420904"	"0.110073449870505"	"0.0154509211316722"	"0.0163919141409301"	"0"	"0.0582119709671879"	"0.0578193313881069"	"0.012461173652197"	"0"	"0.00243496296562078"
"GSM1426112"	"0.0179680297371825"	"0.0636889461341522"	"0.123528699293573"	"0.306932307760626"	"0"	"0.052404791977609"	"0"	"0.0117418333238574"	"0.049635597836512"	"0.00171798542304611"	"0.0175235107802232"	"0"	"0.0148105297127898"	"0.106797515732777"	"0.0245089402605666"	"0.0258546960017166"	"0"	"0.0287408585525046"	"0.13932481199707"	"0"	"0"	"0.0165389308988395"
"GSM1426113"	"0.034124216599492"	"0.1216104532929"	"0.0821660754241412"	"0.177556666543796"	"0"	"0.116063787112206"	"0.00292226719611634"	"0"	"0.0259652344248741"	"0.00032774779942544"	"0.125748931654925"	"0"	"0"	"0.112856953044352"	"0.0390057072498981"	"0.0340324875156792"	"0"	"0.0493174083905212"	"0"	"0.0678091475134782"	"0"	"0.0108206640376206"
"GSM1426114"	"0.108992151289485"	"0.0726809300047034"	"0.048670893030795"	"0.0454661454142815"	"0"	"0.201864099485863"	"0.0299074512266937"	"0"	"0"	"0.000396283623115465"	"0.0730280601434998"	"0"	"0.0184632132432398"	"0.168993539496112"	"0.0672508907265054"	"0.00898570923475039"	"0"	"0.0410678267437736"	"0.0543782275290951"	"0.000130614676884567"	"0"	"0.0601202477543187"
"GSM1426115"	"0.00942242598829247"	"0.0753789745218481"	"0.0873512684161241"	"0.114218424984913"	"0"	"0.183521492393872"	"0.029787821521575"	"0"	"0"	"0.000534896637178532"	"0.124592862518397"	"0"	"0.0195409951269528"	"0.106645644856751"	"0.133171916665541"	"0.0384583831886144"	"0"	"0.0148308367539653"	"0"	"0.00981446136037616"	"0"	"0.0532644917027785"
"GSM1426116"	"0.108889336185769"	"0"	"0.0334604733686113"	"0.100162885809188"	"0"	"0.172906270915747"	"0.0283637212838983"	"0.00306133220469645"	"0"	"1.33058162855516e-05"	"0.0790550225860938"	"0"	"0.0422664455054984"	"0.138776879572212"	"0.0849183402718068"	"0.0433917199285874"	"0"	"0.0297929169781764"	"0.0594978480194138"	"0"	"0"	"0.0754568073703022"
"GSM1426117"	"0.0740791613910877"	"0.0742548350670812"	"0.134778268663624"	"0.175055515550786"	"0"	"0.178465827429196"	"0"	"0"	"0.0548011793608813"	"0.0006389863930604"	"0.0257482186733336"	"0"	"0"	"0.0828074135552009"	"0.0321744752733798"	"0.0213733053573952"	"0"	"0.0638608541750836"	"0"	"0.0393148612818982"	"0.0432860842210526"	"0"
"GSM1426118"	"0.245403372028192"	"0.224934971715146"	"0.0190606588872763"	"0.0752083160079316"	"0"	"0.0318381910285336"	"0.0171117245836331"	"0.0359785190384227"	"0.0167239332594187"	"0.0022483000129794"	"0.0546422277593072"	"0"	"0"	"0.124355152605864"	"0.0288562955726346"	"0.0457967943980916"	"0"	"0.0265083511349557"	"0.0535814919805928"	"0"	"0"	"0"
"GSM1426119"	"0.078523543305879"	"0.0572641432605424"	"0.103633296336304"	"0.144344950799605"	"0"	"0.0923000873603414"	"0"	"0.016437540480996"	"0.0574215435522329"	"6.63278791865295e-05"	"0.0720030513744841"	"0"	"0.0118413815163254"	"0.092909775744735"	"0.0394773189034877"	"0.0706218842498974"	"0"	"0.0293404588199551"	"0.118725224448674"	"0.0151557998465408"	"0"	"0"
"GSM1426120"	"0.221909590828709"	"0.0384503578966192"	"0.0558658938498367"	"0.148549913755333"	"0"	"0.0637333612848582"	"0.0198864934672596"	"0.0151622135995712"	"0.0287617093698428"	"3.1591658174877e-05"	"0.105980200855152"	"0"	"0.00143332105227733"	"0.0736713923012311"	"0.0324188828946733"	"0.0678218595309611"	"0"	"0.0497721617404233"	"0.0299804900468608"	"0.0466021575263916"	"0"	"0"
"GSM1426121"	"0.0080338752799282"	"0.0530264593567644"	"0.129141057490783"	"0.15055518660747"	"0"	"0.133270609976489"	"0.0288342521914515"	"0.0349394294321535"	"0"	"0.000535025120786531"	"0.0791276850122852"	"0"	"0.0243499968622844"	"0.0712472903123014"	"0.0987565730346554"	"0.141790518731683"	"0"	"0.0215488298174405"	"0.00641633679597641"	"0"	"0"	"0.018961899098335"
"GSM1426122"	"0.0683453778514301"	"0.103733611977667"	"0.22121477187504"	"0.0787040791090106"	"0"	"0.053982480904637"	"0"	"0"	"0.0529738482158956"	"0.0014614942392097"	"0.122814730285411"	"0"	"0"	"0.193359683616154"	"0.0276550194148982"	"0.0219536365697869"	"0"	"0.020447000985304"	"0"	"0.0348157591947653"	"0"	"0"
"GSM1426123"	"0.00384994261010433"	"0.0738173504575697"	"0.144309344415968"	"0.170669368521355"	"0"	"0.0903450503702197"	"0"	"0"	"0.0444564560992431"	"0.00034941726222284"	"0.0863957792795532"	"0"	"0.012044563232762"	"0.180414987917396"	"0.0299192243727082"	"0.0242465607815019"	"0"	"0.0199697402212269"	"0.049766480917989"	"0.0235820541851189"	"0"	"0.0462130966172836"
"GSM1426124"	"0.078817850300183"	"0.101492383658595"	"0.0487357356254258"	"0.249057938746394"	"0"	"0.0245849345457888"	"0.00400866562436533"	"0.051363669258838"	"0.0324240455724157"	"0.00104562868470237"	"0.0733932030692909"	"0"	"0"	"0.0875758968413092"	"0.10273557717099"	"0.0567635991022393"	"0"	"0.0329451421463108"	"0"	"0.0379299732871672"	"0"	"0.0181713850506861"
"GSM1426125"	"0.115289993252573"	"0.0546488853775342"	"0.206586809365916"	"0.133961583032948"	"0"	"0.0959934501469303"	"0"	"0"	"0.0452734918067965"	"0.000627137117105215"	"0.0546865304313679"	"0.009200855041732"	"0"	"0.195956719656823"	"0.0104553629652278"	"0.00646216647549319"	"0"	"0.0362485731439819"	"0"	"0.00243324244455866"	"0"	"0.0328023368581183"
"GSM1426126"	"0"	"0.0257548174900094"	"0.133825171656716"	"0.01669419954507"	"0"	"0.0836779143801882"	"0"	"0.0115755786299067"	"0"	"0.000395707776958981"	"0.0606289490903826"	"0"	"0.0545790241769981"	"0.230151834198676"	"0"	"0"	"0"	"0.0775207616806477"	"0"	"0.0866226220613157"	"0"	"0.21896912709009"
"GSM1426127"	"0.147309942723519"	"0.120814326409713"	"0.173326277994931"	"0.159343567599404"	"0"	"0.0513645182603108"	"0.00949998323478508"	"0.0730938339765841"	"0"	"0.00120751137977052"	"0.0577910700788676"	"0"	"0.0313470798266188"	"0.0744123787297477"	"0.0169078852872645"	"0.0089612834394674"	"0"	"0.0316647760733903"	"0.0326432276790849"	"0.0115198486863129"	"0"	"0"
"GSM1426128"	"0.0584604673098316"	"0.119391493048256"	"0.104577538963616"	"0.114845982023448"	"0"	"0.0721257600171131"	"0"	"0.05387848337178"	"0.0733175138316055"	"0.000945763818165173"	"0.0746395574734117"	"0"	"0"	"0.134928175949253"	"0.0569004004002701"	"0"	"0"	"0.0446130230717315"	"0"	"0.065704181541569"	"0"	"0.0266174229981143"
"GSM1426129"	"0"	"0.064215336944417"	"0.136432188973787"	"0.114713697596277"	"0"	"0.144478571793876"	"0.000602626558239766"	"0"	"0"	"0.000644296645535117"	"0.0715735383943197"	"0"	"0.0669663090256696"	"0.0988514365222512"	"0.0532279569831811"	"0.00839300703002322"	"0"	"0.116657149419752"	"0.047789625347155"	"0.0621926222513314"	"0"	"0.0139059331597195"
"GSM1426130"	"0"	"0.08386932346245"	"0.262883536316071"	"0.206879027691319"	"0"	"0"	"0"	"0.0350854574545168"	"0.0436132484942776"	"0.000272169575568967"	"0.0386766864811065"	"0.0387956116775376"	"0.0962652999382878"	"0.153992271113798"	"0"	"0"	"0"	"0.0265512934074049"	"0.0133882439632308"	"0"	"0"	"0"
"GSM1426131"	"0.126952985303368"	"0.189784955805449"	"0.016574229384948"	"0.0720076684636858"	"0"	"0.157905953240903"	"0.0327397301576579"	"0"	"0"	"0.00123110574396868"	"0.112716476596965"	"0"	"0.0332730741230893"	"0.0898452918878331"	"0.0726709061931375"	"0.0248523852037764"	"0"	"0.0445749094210854"	"0.00798041522349187"	"0.0181210189946095"	"0"	"0"
"GSM1426132"	"0.0545230773815004"	"0.123310217556816"	"0.102500132540207"	"0.124999212408487"	"0"	"0.137622270979064"	"0"	"0"	"0"	"0.00136068443619693"	"0.0712027719465251"	"0"	"0.0332328911618314"	"0.191685945158213"	"0.0370471298667094"	"0.0236550712961537"	"0"	"0.0209488658600284"	"0"	"0.0572007884732872"	"0"	"0.0220716253711776"
"GSM1426133"	"0.00884006977390845"	"0.0286488955221132"	"0.235571748434061"	"0.196618005358414"	"0"	"0.137198350300823"	"0"	"0.010339996425641"	"0.0161806279733839"	"0.000320849536770095"	"0.0532067252217127"	"0"	"0.0407809418763567"	"0.101025254042655"	"0.0460554583778775"	"0"	"0"	"0.0133272342146868"	"0.0604502389495158"	"0.0243506066123915"	"0"	"0.0274058469164602"
"GSM1426134"	"0.0528062340204458"	"0.10569841557423"	"0.0874613744286099"	"0.114091582331185"	"0"	"0.0762910070651997"	"0"	"0.0204852813819678"	"0.0183961281386554"	"0.00112357761874292"	"0.0813933084897238"	"0"	"0.0307704089619531"	"0.0546568233552519"	"0.0600377479032202"	"0.0266960430674392"	"0"	"0.0998065995473009"	"0"	"0.0594464061531098"	"0"	"0.111962639581707"
"GSM1426135"	"0.0789591345630521"	"0.0874182188630851"	"0.156778117765328"	"0.227975452676936"	"0"	"0.0410144134164329"	"0.000505579846653196"	"0"	"0.0282345521690457"	"0.00105202087055471"	"0.0724527756517396"	"0"	"0"	"0.134332340659525"	"0.0438095419257431"	"0.0740855101696021"	"0"	"0.0367237409907682"	"0"	"0.0177106213020886"	"0"	"0"
"GSM1426136"	"0.0714492410063872"	"0"	"0.236978489775148"	"0.37251395795666"	"0"	"0"	"0.0072261718076842"	"0"	"0.0272493491716914"	"0.00103625579789516"	"0.0371475089921385"	"0"	"0"	"0.119542372599483"	"0.0121910339725584"	"0"	"0"	"0.086011045454382"	"0"	"0.0229071906207788"	"0"	"0.00678363864308902"
"GSM1426137"	"0"	"0.0213237277417805"	"0.231915772335098"	"0.147227278933005"	"0"	"0.194794757749502"	"0"	"0"	"0.0109888459146443"	"0.00111444683206843"	"0.0572839802075248"	"0"	"0.0312159771421114"	"0.136448830228497"	"0.00197892585435579"	"0.0454599966116858"	"0"	"0.0250551028977801"	"0.0724302224400385"	"0.0144849377226823"	"0"	"0.00939164422129491"
"GSM1426138"	"0.0502736257253334"	"0.0498401730189107"	"0.178395939427472"	"0.135377770266791"	"0"	"0.19087114454121"	"0"	"0.00805249987171392"	"0.00673287571417706"	"0.000530456610511081"	"0.0764991408314821"	"0"	"0"	"0.13432634686205"	"0.0190293667017422"	"0.00314946000889379"	"0"	"0.0278633516276995"	"0.0109241897992666"	"0.0577827021240381"	"0"	"0.0508814134792198"
"GSM1426139"	"0.0720185643978981"	"0.0763699204718241"	"0.140000575251125"	"0.0870352828689755"	"0"	"0.186925113828293"	"0"	"0"	"0"	"1.13332517986079e-06"	"0.0996174632850137"	"0"	"0.0257765237271053"	"0.0947091956968198"	"0.0134439970357503"	"0"	"0"	"0.0211558517424276"	"0.00146264069885978"	"0.08377536478919"	"0"	"0.0977095062067177"
