Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
GSM1426071	0.0672985345577015	0.0268269091233874	0.238383454489881	0.19012415286227	0	0.105239549226844	0.00428303213713041	0	0.0795981780760699	0	0.0618830499592916	0	0.017393242478581	0.075895238742776	0.0112282217573719	0	0	0.0182336672236481	0.0895555462086045	0.0140572231564425	0	0	9999	0.437749789682374	0.900509718543725
GSM1426072	0.0141120533440687	0.0370354146494884	0.113019405608963	0.101516008798484	0	0.159473768432031	0.0141032513327984	0	0	0	0.0807244337945779	0	0.0472542147254521	0.125993411831296	0.162077634292686	0.0173515621653314	0	0.0218279209705088	0	0.0470711682258465	0	0.0584397518284681	9999	0.370709835759155	0.933070340572214
GSM1426073	0	0.0501827140530705	0.153433900203415	0.261946207176762	0	0	0	0	0.119093529427897	0	0.0926731021687576	0.0153282938032844	0.102366704543193	0.173801787303488	0	0	0	0.00993326790541171	0.0212404934147203	0	0	0	9999	0.0833285990378869	1.06663733986713
GSM1426074	0	0.0508859479528371	0.121501713546151	0.0266404960272869	0	0.224476170702479	0.0137021927091871	0.0140589069074562	0	0	0.0707860804868083	0	0.0328439304960681	0.142511771497148	0.152963505508474	0.0588718368372624	0	0.000633115530323538	0	0.0474134130099493	0	0.0427109187885691	9999	0.374571028895068	0.929561535743861
GSM1426075	0	0.11602736282369	0.131543742574573	0.190952281963075	0	0.0707017943172405	0	0	0.0305683033833623	0	0.067613114314389	0	0.0741057156071138	0.143334236712875	0.103735593149608	0	0	0.0714178551540734	0	0	0	0	9999	0.193118209071596	1.0178965695025
GSM1426076	0.0453929346044336	0.0475082478884694	0.105992018833884	0.0264166843734954	0	0.112877871546749	0.0300155282952968	0.0157960540746125	0	0	0.112486329025045	0	0	0.111772570358147	0.028854324450099	0.0192649624714511	0	0.068610320659932	0	0.0625131239958054	0	0.21249902942258	9999	0.445396130783622	0.894665674998967
GSM1426077	0.0785039245415739	0.147436114630763	0.107662757987258	0.140389120916269	0	0.0205956334308238	0.0112689403567911	0.0260643989208676	0.026318096928844	0	0.085593848157384	0	0	0.152959828821565	0.0862684600158063	0.0274565542261204	0	0.0427232781802257	0	0.0346969714225456	0	0.0120620714631636	9999	0.384652367882994	0.926420753461725
GSM1426078	0	0.0745230696499331	0.100743929096804	0.145241576162438	0	0.13215065107507	0	0.000571874406801992	0.0700577770435885	0	0.047763277702403	0.00904391550877514	0.0656352548986805	0.186650916294777	0.105247784202723	0.0382684803987057	0	0	0.0241014935593011	0	0	0	9999	0.198365861249443	1.00784318667335
GSM1426079	0.000932892615988882	0.0780824275979073	0.196876273119999	0.346342565874045	0	0	0	0.00345658421985077	0.107175827725936	0	0	0.0909443337821573	0.0187611203854367	0.0687834908663702	0	0	0	0	0.0886444838123093	0	0	0	9999	0.0368530331959679	1.11213700624501
GSM1426080	0	0.158098009166875	0.120011074144182	0.256509410460059	0	0.00884833006484217	0	0	0.0437756957781353	0	0.0416271876462717	0	0.0318051949796937	0.170157862958013	0.0130489564478049	0.0524118881838183	0	0	0.103706390170305	0	0	0	9999	0.0962527575132073	1.05418047133112
GSM1426081	0.0619401623189864	0	0.20981358281102	0.297888602048474	0	0	0	0	0.166801597754631	0	0	0.0924602300352614	0	0.0305408020068835	0.0168419312199032	0.0748506920364855	0	0	0.0432652700531411	0	0	0.00559712971521333	9999	0.0139906023823257	1.11941603145797
GSM1426082	0	0.0249636904431057	0.163523826267215	0.305975744933568	0	0	0	0	0.118690740256478	0	0.0316449806605395	0.102841264983808	0.120487579859689	0.0697612257161242	0	0	0	0.0203544218390433	0.0417565250404296	0	0	0	9999	-0.0179053391680397	1.12300165986369
GSM1426083	0	0.0382056430282578	0.15704897150464	0.28454794596329	0	0.0111962158430354	0	0	0.168954485054465	0	0	0.118876162529413	0.0691678721154096	0.0475857421857507	0	0.0510245872303604	0	0	0.0533923745453783	0	0	0	9999	0.0487090712839242	1.09333749199438
GSM1426084	0.0428784927483142	0	0.123475556629873	0.277438117741544	0	0	0	0	0.140594331689029	0	0	0.172250195713996	0.00739686893695958	0.0883035898440887	0	0	0	0	0.147662846696196	0	0	0	9999	0.00630626611067102	1.12341128532936
GSM1426085	0	0.0679281421552152	0.139846080167956	0.24063354542167	0	0.0419117133630518	0	0	0.0720458649403185	0	0.0157373201071705	0.033434085152303	0.0665357489489395	0.00655250759652463	0.00587427308889287	0.21735202019345	0	0.0156291701419003	0.0765195287226079	0	0	0	9999	0.0848643018554794	1.05142558216853
GSM1426086	0	0.0533775043590804	0.138691576041975	0.39354576422868	0	0	0	0	0.0759352789225251	0	0.0222796257154571	0.039212856500111	0.056385902478869	0.0162313201682853	0	0.136457301282839	0	0.0138038840705221	0.0540789862316552	0	0	0	9999	0.0198694592528849	1.09714913765799
GSM1426087	0.0533551804522073	0.119043133233119	0.103959833908439	0.191980867502892	0	0.0432923011277375	0	0	0.0872345544055405	0	0.0274713667558888	0	0.0132336864750817	0	0	0.202487025372725	0	0.0314790923551618	0.118272268356104	0	0.00819069005510299	0	9999	0.187768286421723	1.00915255093626
GSM1426088	0.00869034830130457	0.200969827428725	0.132857107566304	0.241611251869739	0	0	0	0	0.120811036080199	0	0.0113671839900411	0.0101354615993381	0.0365876177573966	0.0406735616224531	0	0.094197207292337	0	0.0160584121618867	0.0860409843302759	0	0	0	9999	0.25448661322538	0.989447539245324
GSM1426089	0	0.074129130801818	0.156919414113516	0.218781135398411	0	0.0705812702942589	0	0	0.105065129527148	0	0	0.0515986952104055	0.0191431451225403	0.00106905681767799	0	0.172443534176549	0	0	0.130269488537675	0	0	0	9999	0.0805089034142067	1.05999590843441
GSM1426090	0.0263416617200653	0.103269265819807	0.156933370061983	0.169669896792902	0	0.066560402012773	0.0350202769127528	0.0120336250762255	0.0252317779707235	0	0.082564396157714	0	0.0181371585589723	0.0879835182355416	0.151141237861695	0.0441660885401243	0	0.00517156184455263	0.0157757624341683	0	0	0	9999	0.354834434444002	0.943995879066309
GSM1426091	0	0.066973795507771	0.164933294881026	0.255760109258648	0	0	0	0.0275766103434469	0.115046595444349	0	0.0564108345472916	0.0315368339992408	0.0491569952109729	0.143831165710379	0.00100337992201407	0.0337119574076759	0	0.034675104940005	0.0193833228271797	0	0	0	9999	0.0736405227788233	1.07096414440459
GSM1426092	0	0.0591518582061985	0.199784775011722	0.231312054709342	0	0	0	0	0.0931929262390989	0	0	0.0754706910038856	0.0537699149970382	0.237187425829321	0	0.0142053065053891	0	0.0146783142482666	0.0212467332497376	0	0	0	9999	0.0878057490383073	1.07248093410029
GSM1426093	0.015494588753737	0.0745378487878577	0.235812030303526	0.198065842662232	0	0.0669084132548394	0	0.0119819370278683	0.0506534436422371	0	0.0772738496420062	0	0.0187141334561149	0.115846730807893	0.0275895720732501	0.0701369710362283	0	0.0201099909098632	0	0.0168746476423472	0	0	9999	0.341822961178562	0.951774879947053
GSM1426094	0.0282760083445058	0.0536208901113958	0.133544687534877	0.0846175718917254	0	0.178219916981591	0.0183276502199545	0	0	0	0.0889777238332154	0	0.0406930516683878	0.0666328653117539	0.118873937449505	0	0	0.0369260078204712	0	0.0222949080159868	0	0.12899478081663	9999	0.492161760788082	0.870373822233797
GSM1426095	0.0060121533783314	0.108647668571719	0.146130776972063	0.223273620558278	0	0.0718106580842781	0.00444362160416575	0	0	0	0.117753336631522	0	0	0.120669573708825	0.0434532267552102	0.0235545523375039	0	0.0336389094188875	0	0.0479863025306091	0	0.0526255994486079	9999	0.508107098618691	0.861232620131963
GSM1426096	0.00242501982861022	0.0300859438809395	0.125038966663709	0.0993031417936881	0	0.100475678116163	0	0.00201467535669984	0.0113075929882942	0	0.070325928883301	0	0	0.145564123161037	0.0513062213245046	0	0	0.0418797197091927	0	0.0658561538692	0	0.254416834424661	9999	0.402201754081043	0.918651181909329
GSM1426097	0.201003620686171	0.0730006969807849	0.0766355029843579	0.065547816564198	0	0.156711983472074	0	0.0295210967512935	0	0	0.0925190822947115	0	0.00409768305744017	0.100278088050263	0.0308114257631125	0.00203632255111073	0	0.042089720962467	0	0.0446094349803341	0	0.0811375249016804	9999	0.446495941009466	0.894274612743047
GSM1426098	0.0191212831983444	0.0418584431263074	0.0801458162153331	0.0711085215006692	0	0.13683166208689	0	0	0.00913098788901286	0	0.0909163454244742	0	0.0191654092764602	0.107030304865853	0.0718711112601379	0	0	0.0897361304105746	0	0.0763383377605868	0	0.186745646985356	9999	0.347119718928167	0.943420828160939
GSM1426099	0	0.0930905208370532	0.146327803913351	0.127223359189609	0	0.128945044300769	0.0269599561454421	0	0	0	0.0878535807349277	0	0.0176817904191096	0.118874329217414	0.0499525266246602	0.00946981423345623	0	0.0474637488725072	0	0.0891462758643247	0	0.0570112496473763	9999	0.36810566358809	0.931934008280674
GSM1426100	0.00142679830356948	0.161204714211639	0.103893511867484	0.140306554101163	0	0.112891935723243	0.0379157265005502	0	0.0121105614453734	0	0.11018050914396	0	0	0.167485993094203	0.0569288224050605	0.00324309795750914	0	0.0234110262003793	0	0.0568078867499756	0	0.0121928622958909	9999	0.532529444248458	0.848902772599865
GSM1426101	0.000150527935958963	0.0568751984993149	0.140744147757017	0.137510228100504	0	0.144244108383994	0.00136359635478718	0.00948796453397806	0	0	0.0557863686740084	0	0.0559211656455271	0.114877688335771	0.0463571380926711	0	0	0.101191342951546	0	0.0660548850471136	0	0.0694356396878076	9999	0.427869978152702	0.902993455787082
