"Mixture"	"Plasma cells"	"Monocytes"	"Eosinophils"	"Neutrophils"	"B cells"	"T cells"	"Macrophages"
"GSM1426079"	"0.810642596057595"	"0.0558691917727761"	"0"	"0.000968592726552943"	"0.0797500323259246"	"0.0537381798437046"	"0"
"GSM1426080"	"0.579877008787742"	"0"	"0"	"0.000706109077785223"	"0.243516771279739"	"0.0593064247399945"	"0.117299795192525"
"GSM1426081"	"0.766776845187315"	"0.145184110170327"	"0"	"0.00148902132366997"	"0.0424867417580826"	"0.0455523028842761"	"0"
"GSM1426082"	"0.822038069038778"	"0.120771349403828"	"0"	"0.00181509255136049"	"0.000291225288604288"	"0.0568993562687897"	"0"
"GSM1426083"	"0.727378850259075"	"0.160372854781154"	"0"	"0.000330409581768214"	"0.0123780055338099"	"0.0812194903394162"	"0.0186507990865454"
"GSM1426084"	"0.706216045835425"	"0.143529051640907"	"0"	"0.00114215571117096"	"0.0421843781790308"	"0.0986714438763302"	"0.00939908046830666"
"GSM1426085"	"0.584437871976435"	"0.17185133960222"	"0"	"0.000157193420050424"	"0.106359297654381"	"0"	"0.137351490766965"
"GSM1426086"	"0.614777891272939"	"0.20162152189735"	"0"	"0.00206540724349232"	"0.0909167392274761"	"0.054283821706203"	"0.0384000258960318"
"GSM1426087"	"0.35948574538432"	"0.0735424739072466"	"0.0897335206302937"	"0.0004405468764913"	"0.304586404560983"	"0.0533395441253732"	"0.119312311391784"
"GSM1426088"	"0.417134331680355"	"0.112968522676699"	"0.0415719120973114"	"3.95327959410511e-06"	"0.29697338809662"	"0.0333953474625882"	"0.0979564979864263"
"GSM1426089"	"0.596774153590604"	"0.157869180348593"	"0"	"0.000537116047465204"	"0.0891533443419202"	"0.0594957203802281"	"0.0967076013386554"
